,trace_name,original_index
1311,"bucket3$6205,:3,:15001",61069
1312,"bucket3$6232,:3,:15001",61332
1313,"bucket8$6104,:3,:15001",61333
1314,"bucket2$6145,:3,:15001",61508
1315,"bucket8$6122,:3,:15001",61566
1316,"bucket10$6443,:3,:15001",61600
1317,"bucket4$6269,:3,:15001",61601
1318,"bucket7$6437,:3,:15001",61802
1319,"bucket5$6347,:3,:15001",61804
1320,"bucket1$6350,:3,:15001",61808
1321,"bucket1$6349,:3,:15001",61809
1322,"bucket3$6282,:3,:15001",61874
1323,"bucket2$6200,:3,:15001",61967
1324,"bucket8$6173,:3,:15001",61968
1325,"bucket6$6188,:3,:15001",61969
1326,"bucket10$6473,:3,:15001",61970
1327,"bucket5$6364,:3,:15001",61971
1328,"bucket4$6334,:3,:15001",62197
1329,"bucket1$6398,:3,:15001",62293
1330,"bucket10$6523,:3,:15001",62469
1331,"bucket10$6524,:3,:15001",62470
1332,"bucket5$6408,:3,:15001",62471
1333,"bucket7$6501,:3,:15001",62473
1334,"bucket7$6502,:3,:15001",62474
1335,"bucket9$6379,:3,:15001",62475
1336,"bucket3$6339,:3,:15001",62476
1337,"bucket1$6414,:3,:15001",62477
1338,"bucket3$6340,:3,:15001",62478
1339,"bucket3$6338,:3,:15001",62480
1340,"bucket2$6261,:3,:15001",62481
1341,"bucket4$6374,:3,:15001",62511
1342,"bucket7$6508,:3,:15001",62514
1343,"bucket7$6509,:3,:15001",62515
1344,"bucket5$6414,:3,:15001",62516
1345,"bucket3$6343,:3,:15001",62518
1346,"bucket7$6541,:3,:15001",62889
1347,"bucket4$6411,:3,:15001",62891
1348,"bucket3$6386,:3,:15001",62937
1349,"bucket9$6423,:3,:15001",62938
1350,"bucket9$6433,:3,:15001",62983
1351,"bucket1$6474,:3,:15001",62986
1352,"bucket9$6456,:3,:15001",63147
1353,"bucket7$6590,:3,:15001",63479
1354,"bucket2$6367,:3,:15001",63480
1355,"bucket8$6337,:3,:15001",63639
1356,"bucket4$6490,:3,:15001",63728
1357,"bucket1$6563,:3,:15001",63856
1358,"bucket3$6477,:3,:15001",63858
1359,"bucket5$6575,:3,:15001",63859
1360,"bucket1$6564,:3,:15001",63860
1361,"bucket4$6513,:3,:15001",63904
1362,"bucket1$6580,:3,:15001",63990
1363,"bucket2$6424,:3,:15001",63993
1364,"bucket1$6582,:3,:15001",63998
1365,"bucket4$6528,:3,:15001",64045
1366,"bucket9$6552,:3,:15001",64046
1367,"bucket7$6655,:3,:15001",64049
1368,"bucket6$6393,:3,:15001",64050
1369,"bucket9$6561,:3,:15001",64134
1370,"bucket2$6438,:3,:15001",64199
1371,"bucket3$6508,:3,:15001",64201
1372,"bucket1$6616,:3,:15001",64207
1373,"bucket6$6433,:3,:15001",64355
1374,"bucket6$6432,:3,:15001",64356
1375,"bucket2$6453,:3,:15001",64357
1376,"bucket8$6407,:3,:15001",64358
1377,"bucket9$6580,:3,:15001",64359
1378,"bucket5$6630,:3,:15001",64360
1379,"bucket3$6519,:3,:15001",64361
1380,"bucket3$6521,:3,:15001",64366
1381,"bucket10$6748,:3,:15001",64463
1382,"bucket9$6587,:3,:15001",64464
1383,"bucket10$6758,:3,:15001",64563
1384,"bucket4$6599,:3,:15001",64735
1385,"bucket8$6441,:3,:15001",64738
1386,"bucket3$6571,:3,:15001",64772
1387,"bucket2$6501,:3,:15001",64773
1388,"bucket1$6685,:3,:15001",64774
1389,"bucket4$6602,:3,:15001",64775
1390,"bucket1$6686,:3,:15001",64776
1391,"bucket2$6504,:3,:15001",64800
1392,"bucket1$6687,:3,:15001",64802
1393,"bucket8$6459,:3,:15001",64929
1394,"bucket5$6697,:3,:15001",64930
1395,"bucket4$6616,:3,:15001",64931
1396,"bucket8$6460,:3,:15001",64932
1397,"bucket8$6461,:3,:15001",64934
1398,"bucket5$6698,:3,:15001",64935
1399,"bucket9$6625,:3,:15001",64936
1400,"bucket3$6590,:3,:15001",64937
1401,"bucket1$6704,:3,:15001",64939
1402,"bucket8$6467,:3,:15001",64968
1403,"bucket9$6656,:3,:15001",65175
1404,"bucket8$6497,:3,:15001",65289
1405,"bucket8$6501,:3,:15001",65346
1406,"bucket5$6737,:3,:15001",65400
1407,"bucket1$6759,:3,:15001",65401
1408,"bucket2$6559,:3,:15001",65403
1409,"bucket1$6760,:3,:15001",65407
1410,"bucket5$6739,:3,:15001",65444
1411,"bucket3$6649,:3,:15001",65445
1412,"bucket10$6838,:3,:15001",65449
1413,"bucket1$6777,:3,:15001",65522
1414,"bucket8$6519,:3,:15001",65527
1415,"bucket6$6538,:3,:15001",65529
1416,"bucket2$6601,:3,:15001",65729
1417,"bucket10$6865,:3,:15001",65730
1418,"bucket3$6678,:3,:15001",65731
1419,"bucket1$6797,:3,:15001",65732
1420,"bucket3$6685,:3,:15001",65846
1421,"bucket10$6879,:3,:15001",65851
1422,"bucket2$6637,:3,:15001",66058
1423,"bucket8$6584,:3,:15001",66176
1424,"bucket3$6723,:3,:15001",66206
1425,"bucket5$6820,:3,:15001",66209
1426,"bucket3$6724,:3,:15001",66212
1427,"bucket2$6662,:3,:15001",66281
1428,"bucket9$6798,:3,:15001",66501
1429,"bucket1$6874,:3,:15001",66503
1430,"bucket10$6949,:3,:15001",66504
1431,"bucket6$6625,:3,:15001",66507
1432,"bucket4$6798,:3,:15001",66537
1433,"bucket6$6628,:3,:15001",66562
1434,"bucket7$6895,:3,:15001",66710
1435,"bucket6$6646,:3,:15001",66711
1436,"bucket9$6817,:3,:15001",66712
1437,"bucket2$6711,:3,:15001",66713
1438,"bucket8$6645,:3,:15001",66714
1439,"bucket8$6646,:3,:15001",66715
1440,"bucket2$6712,:3,:15001",66717
1441,"bucket4$6826,:3,:15001",66813
1442,"bucket10$6977,:3,:15001",66832
1443,"bucket4$6829,:3,:15001",66833
1444,"bucket3$6789,:3,:15001",66834
1445,"bucket7$6913,:3,:15001",66846
1446,"bucket4$6841,:3,:15001",66941
1447,"bucket6$6668,:3,:15001",66960
1448,"bucket8$6672,:3,:15001",66962
1449,"bucket3$6793,:3,:15001",66964
1450,"bucket3$6832,:3,:15001",67300
1451,"bucket2$6771,:3,:15001",67301
1452,"bucket1$6955,:3,:15001",67303
1453,"bucket5$6942,:3,:15001",67304
1454,"bucket6$6693,:3,:15001",67305
1455,"bucket8$6724,:3,:15001",67484
1456,"bucket5$6957,:3,:15001",67487
1457,"bucket7$6974,:3,:15001",67488
1458,"bucket2$6797,:3,:15001",67562
1459,"bucket3$6875,:3,:15001",67726
1460,"bucket9$6926,:3,:15001",67728
1461,"bucket5$6986,:3,:15001",67748
1462,"bucket6$6751,:3,:15001",67777
1463,"bucket6$6773,:3,:15001",68005
1464,"bucket7$7017,:3,:15001",68009
1465,"bucket10$7116,:3,:15001",68232
1466,"bucket4$6999,:3,:15001",68353
1467,"bucket4$7006,:3,:15001",68435
1468,"bucket4$7011,:3,:15001",68475
1469,"bucket6$6818,:3,:15001",68476
1470,"bucket1$7071,:3,:15001",68477
1471,"bucket4$7012,:3,:15001",68479
1472,"bucket1$7072,:3,:15001",68480
1473,"bucket5$7103,:3,:15001",68847
1474,"bucket9$7067,:3,:15001",68982
1475,"bucket5$7135,:3,:15001",69072
1476,"bucket4$7079,:3,:15001",69074
1477,"bucket2$6972,:3,:15001",69118
1478,"bucket7$7134,:3,:15001",69119
1479,"bucket9$7110,:3,:15001",69120
1480,"bucket9$7112,:3,:15001",69122
1481,"bucket7$7135,:3,:15001",69123
1482,"bucket9$7114,:3,:15001",69126
1483,"bucket10$7234,:3,:15001",69217
1484,"bucket4$7110,:3,:15001",69219
1485,"bucket7$7172,:3,:15001",69365
1486,"bucket2$7005,:3,:15001",69438
1487,"bucket5$7186,:3,:15001",69439
1488,"bucket3$7076,:3,:15001",69441
1489,"bucket1$7215,:3,:15001",69569
1490,"bucket3$7088,:3,:15001",69571
1491,"bucket4$7147,:3,:15001",69589
1492,"bucket9$7168,:3,:15001",69592
1493,"bucket3$7116,:3,:15001",69894
1494,"bucket4$7174,:3,:15001",69895
1495,"bucket8$6999,:3,:15001",69898
1496,"bucket5$7232,:3,:15001",69899
1497,"bucket9$7209,:3,:15001",69915
1498,"bucket9$7210,:3,:15001",69918
1499,"bucket10$7316,:3,:15001",69930
1500,"bucket6$6972,:3,:15001",69931
1501,"bucket4$7177,:3,:15001",69932
1502,"bucket8$7001,:3,:15001",69948
1503,"bucket6$7032,:3,:15001",70393
1504,"bucket8$7047,:3,:15001",70492
1505,"bucket4$7241,:3,:15001",70516
1506,"bucket2$7105,:3,:15001",70518
1507,"bucket1$7320,:3,:15001",70519
1508,"bucket2$7106,:3,:15001",70520
1509,"bucket5$7318,:3,:15001",70564
1510,"bucket9$7273,:3,:15001",70626
1511,"bucket10$7389,:3,:15001",70627
1512,"bucket9$7274,:3,:15001",70628
1513,"bucket3$7182,:3,:15001",70629
1514,"bucket3$7183,:3,:15001",70630
1515,"bucket2$7119,:3,:15001",70649
1516,"bucket3$7187,:3,:15001",70690
1517,"bucket3$7188,:3,:15001",70691
1518,"bucket4$7263,:3,:15001",70692
1519,"bucket1$7339,:3,:15001",70693
1520,"bucket1$7341,:3,:15001",70707
1521,"bucket4$7267,:3,:15001",70731
1522,"bucket5$7334,:3,:15001",70733
1523,"bucket10$7402,:3,:15001",70737
1524,"bucket4$7268,:3,:15001",70739
1525,"bucket4$7269,:3,:15001",70742
1526,"bucket4$7270,:3,:15001",70743
1527,"bucket9$7289,:3,:15001",70744
1528,"bucket8$7070,:3,:15001",70754
1529,"bucket1$7346,:3,:15001",70756
1530,"bucket8$7071,:3,:15001",70757
1531,"bucket1$7348,:3,:15001",70764
1532,"bucket8$7074,:3,:15001",70766
1533,"bucket7$7299,:3,:15001",70767
1534,"bucket4$7275,:3,:15001",70768
1535,"bucket9$7294,:3,:15001",70773
1536,"bucket1$7353,:3,:15001",70809
1537,"bucket10$7412,:3,:15001",70810
1538,"bucket9$7306,:3,:15001",70887
1539,"bucket4$7294,:3,:15001",70991
1540,"bucket5$7368,:3,:15001",70992
1541,"bucket2$7157,:3,:15001",70993
1542,"bucket7$7320,:3,:15001",71047
1543,"bucket10$7450,:3,:15001",71157
1544,"bucket2$7174,:3,:15001",71204
1545,"bucket2$7175,:3,:15001",71205
1546,"bucket6$7123,:3,:15001",71207
1547,"bucket10$7455,:3,:15001",71232
1548,"bucket5$7407,:3,:15001",71418
1549,"bucket2$7209,:3,:15001",71451
1550,"bucket9$7375,:3,:15001",71457
1551,"bucket7$7399,:3,:15001",71727
1552,"bucket4$7362,:3,:15001",71728
1553,"bucket8$7185,:3,:15001",71732
1554,"bucket4$7364,:3,:15001",71733
1555,"bucket4$7365,:3,:15001",71734
1556,"bucket4$7363,:3,:15001",71736
1557,"bucket2$7235,:3,:15001",71738
1558,"bucket6$7174,:3,:15001",71739
1559,"bucket8$7200,:3,:15001",71825
1560,"bucket10$7536,:3,:15001",71981
1561,"bucket3$7344,:3,:15001",72211
1562,"bucket8$7244,:3,:15001",72272
1563,"bucket3$7354,:3,:15001",72284
1564,"bucket4$7414,:3,:15001",72287
1565,"bucket8$7255,:3,:15001",72332
1566,"bucket2$7315,:3,:15001",72335
1567,"bucket3$7378,:3,:15001",72547
1568,"bucket4$7453,:3,:15001",72749
1569,"bucket1$7552,:3,:15001",72849
1570,"bucket1$7553,:3,:15001",72850
1571,"bucket9$7526,:3,:15001",72852
1572,"bucket2$7360,:3,:15001",72853
1573,"bucket2$7358,:3,:15001",72854
1574,"bucket1$7556,:3,:15001",72871
1575,"bucket6$7280,:3,:15001",72872
1576,"bucket6$7279,:3,:15001",72873
1577,"bucket5$7568,:3,:15001",72875
1578,"bucket6$7281,:3,:15001",72876
1579,"bucket8$7318,:3,:15001",72933
1580,"bucket10$7617,:3,:15001",72934
1581,"bucket2$7366,:3,:15001",72935
1582,"bucket6$7307,:3,:15001",73076
1583,"bucket9$7548,:3,:15001",73084
1584,"bucket1$7578,:3,:15001",73086
1585,"bucket6$7309,:3,:15001",73092
1586,"bucket8$7337,:3,:15001",73097
1587,"bucket4$7488,:3,:15001",73098
1588,"bucket6$7310,:3,:15001",73099
1589,"bucket8$7344,:3,:15001",73172
1590,"bucket3$7425,:3,:15001",73179
1591,"bucket9$7555,:3,:15001",73182
1592,"bucket8$7347,:3,:15001",73195
1593,"bucket8$7348,:3,:15001",73196
1594,"bucket8$7364,:3,:15001",73298
1595,"bucket6$7338,:3,:15001",73348
1596,"bucket7$7574,:3,:15001",73349
1597,"bucket10$7662,:3,:15001",73352
1598,"bucket7$7583,:3,:15001",73404
1599,"bucket10$7666,:3,:15001",73415
1600,"bucket1$7613,:3,:15001",73483
1601,"bucket4$7529,:3,:15001",73489
1602,"bucket10$7702,:3,:15001",73745
1603,"bucket7$7619,:3,:15001",73746
1604,"bucket8$7431,:3,:15001",73887
1605,"bucket3$7483,:3,:15001",73904
1606,"bucket8$7433,:3,:15001",73905
1607,"bucket7$7645,:3,:15001",73926
1608,"bucket7$7646,:3,:15001",73945
1609,"bucket4$7568,:3,:15001",73947
1610,"bucket4$7571,:3,:15001",73972
1611,"bucket1$7660,:3,:15001",74002
1612,"bucket1$7662,:3,:15001",74006
1613,"bucket4$7593,:3,:15001",74192
1614,"bucket5$7715,:3,:15001",74202
1615,"bucket3$7512,:3,:15001",74302
1616,"bucket10$7764,:3,:15001",74356
1617,"bucket6$7436,:3,:15001",74359
1618,"bucket3$7521,:3,:15001",74360
1619,"bucket6$7437,:3,:15001",74364
1620,"bucket1$7705,:3,:15001",74365
1621,"bucket3$7523,:3,:15001",74368
1622,"bucket7$7674,:3,:15001",74369
1623,"bucket9$7698,:3,:15001",74490
1624,"bucket9$7699,:3,:15001",74491
1625,"bucket6$7451,:3,:15001",74493
1626,"bucket5$7746,:3,:15001",74539
1627,"bucket8$7526,:3,:15001",74733
1628,"bucket8$7535,:3,:15001",74767
1629,"bucket2$7559,:3,:15001",74768
1630,"bucket10$7796,:3,:15001",74769
1631,"bucket3$7570,:3,:15001",74770
1632,"bucket2$7571,:3,:15001",74882
1633,"bucket3$7589,:3,:15001",74909
1634,"bucket2$7573,:3,:15001",74910
1635,"bucket1$7762,:3,:15001",74955
1636,"bucket5$7804,:3,:15001",74960
1637,"bucket2$7584,:3,:15001",74961
1638,"bucket5$7830,:3,:15001",75224
1639,"bucket5$7831,:3,:15001",75225
1640,"bucket5$7832,:3,:15001",75226
1641,"bucket6$7529,:3,:15001",75227
1642,"bucket4$7678,:3,:15001",75228
1643,"bucket5$7833,:3,:15001",75229
1644,"bucket2$7626,:3,:15001",75362
1645,"bucket6$7566,:3,:15001",75590
1646,"bucket10$7894,:3,:15001",75731
1647,"bucket2$7661,:3,:15001",75740
1648,"bucket2$7662,:3,:15001",75741
1649,"bucket9$7839,:3,:15001",75907
1650,"bucket10$7926,:3,:15001",76051
1651,"bucket6$7610,:3,:15001",76054
1652,"bucket3$7748,:3,:15001",76267
1653,"bucket5$7949,:3,:15001",76364
1654,"bucket6$7640,:3,:15001",76369
1655,"bucket3$7783,:3,:15001",76549
1656,"bucket8$7720,:3,:15001",76550
1657,"bucket4$7823,:3,:15001",76551
1658,"bucket1$7939,:3,:15001",76636
1659,"bucket6$7665,:3,:15001",76638
1660,"bucket2$7742,:3,:15001",76650
1661,"bucket6$7667,:3,:15001",76656
1662,"bucket10$7980,:3,:15001",76657
1663,"bucket1$7978,:3,:15001",77026
1664,"bucket7$7938,:3,:15001",77027
1665,"bucket1$7979,:3,:15001",77028
1666,"bucket6$7713,:3,:15001",77029
1667,"bucket4$7878,:3,:15001",77030
1668,"bucket5$8012,:3,:15001",77045
1669,"bucket8$7773,:3,:15001",77046
1670,"bucket7$7970,:3,:15001",77230
1671,"bucket5$8040,:3,:15001",77231
1672,"bucket3$7840,:3,:15001",77233
1673,"bucket8$7794,:3,:15001",77255
1674,"bucket2$7807,:3,:15001",77256
1675,"bucket9$7975,:3,:15001",77257
1676,"bucket3$7843,:3,:15001",77258
1677,"bucket4$7909,:3,:15001",77259
1678,"bucket9$8008,:3,:15001",77567
1679,"bucket4$7949,:3,:15001",77568
1680,"bucket9$8009,:3,:15001",77569
1681,"bucket6$7769,:3,:15001",77570
1682,"bucket1$8031,:3,:15001",77573
1683,"bucket7$7993,:3,:15001",77574
1684,"bucket1$8032,:3,:15001",77575
1685,"bucket10$8078,:3,:15001",77576
1686,"bucket5$8077,:3,:15001",77580
1687,"bucket1$8037,:3,:15001",77646
1688,"bucket5$8088,:3,:15001",77650
1689,"bucket2$7851,:3,:15001",77653
1690,"bucket10$8087,:3,:15001",77655
1691,"bucket8$7852,:3,:15001",77864
1692,"bucket8$7863,:3,:15001",77972
1693,"bucket2$7894,:3,:15001",78040
1694,"bucket3$7924,:3,:15001",78041
1695,"bucket4$8007,:3,:15001",78042
1696,"bucket6$7821,:3,:15001",78043
1697,"bucket1$8084,:3,:15001",78044
1698,"bucket4$8015,:3,:15001",78138
1699,"bucket5$8148,:3,:15001",78139
1700,"bucket1$8093,:3,:15001",78140
1701,"bucket5$8152,:3,:15001",78172
1702,"bucket2$7955,:3,:15001",78504
1703,"bucket10$8173,:3,:15001",78550
1704,"bucket2$7963,:3,:15001",78593
1705,"bucket7$8096,:3,:15001",78595
1706,"bucket8$7931,:3,:15001",78597
1707,"bucket7$8097,:3,:15001",78600
1708,"bucket2$7981,:3,:15001",78748
1709,"bucket1$8144,:3,:15001",78749
1710,"bucket8$7958,:3,:15001",78835
1711,"bucket1$8157,:3,:15001",78852
1712,"bucket10$8215,:3,:15001",78974
1713,"bucket6$7908,:3,:15001",78976
1714,"bucket6$7909,:3,:15001",78977
1715,"bucket1$8167,:3,:15001",78978
1716,"bucket2$8003,:3,:15001",78981
1717,"bucket4$8121,:3,:15001",78982
1718,"bucket2$8027,:3,:15001",79156
1719,"bucket10$8238,:3,:15001",79158
1720,"bucket10$8249,:3,:15001",79293
1721,"bucket1$8204,:3,:15001",79294
1722,"bucket2$8034,:3,:15001",79303
1723,"bucket5$8288,:3,:15001",79305
1724,"bucket9$8199,:3,:15001",79306
1725,"bucket9$8203,:3,:15001",79328
1726,"bucket9$8204,:3,:15001",79329
1727,"bucket4$8154,:3,:15001",79330
1728,"bucket1$8209,:3,:15001",79331
1729,"bucket6$7949,:3,:15001",79332
1730,"bucket2$8036,:3,:15001",79334
1731,"bucket7$8166,:3,:15001",79335
1732,"bucket7$8167,:3,:15001",79336
1733,"bucket2$8039,:3,:15001",79372
1734,"bucket10$8266,:3,:15001",79479
1735,"bucket10$8285,:3,:15001",79608
1736,"bucket1$8242,:3,:15001",79609
1737,"bucket10$8286,:3,:15001",79611
1738,"bucket9$8244,:3,:15001",79748
1739,"bucket7$8213,:3,:15001",79749
1740,"bucket5$8337,:3,:15001",79750
1741,"bucket8$8047,:3,:15001",79751
1742,"bucket2$8082,:3,:15001",79753
1743,"bucket7$8214,:3,:15001",79758
1744,"bucket3$8121,:3,:15001",79761
1745,"bucket6$8016,:3,:15001",80016
1746,"bucket3$8148,:3,:15001",80018
1747,"bucket8$8088,:3,:15001",80019
1748,"bucket5$8364,:3,:15001",80020
1749,"bucket10$8335,:3,:15001",80021
1750,"bucket5$8367,:3,:15001",80041
1751,"bucket2$8117,:3,:15001",80145
1752,"bucket7$8250,:3,:15001",80148
1753,"bucket5$8384,:3,:15001",80149
1754,"bucket2$8120,:3,:15001",80150
1755,"bucket3$8159,:3,:15001",80151
1756,"bucket3$8166,:3,:15001",80217
1757,"bucket9$8305,:3,:15001",80222
1758,"bucket8$8138,:3,:15001",80524
1759,"bucket10$8395,:3,:15001",80526
1760,"bucket5$8420,:3,:15001",80538
1761,"bucket1$8336,:3,:15001",80620
1762,"bucket7$8302,:3,:15001",80658
1763,"bucket2$8169,:3,:15001",80660
1764,"bucket10$8413,:3,:15001",80661
1765,"bucket6$8083,:3,:15001",80726
1766,"bucket3$8227,:3,:15001",80728
1767,"bucket3$8228,:3,:15001",80729
1768,"bucket1$8355,:3,:15001",80730
1769,"bucket5$8444,:3,:15001",80731
1770,"bucket4$8287,:3,:15001",80732
1771,"bucket9$8350,:3,:15001",80733
1772,"bucket9$8348,:3,:15001",80735
1773,"bucket9$8349,:3,:15001",80736
1774,"bucket6$8084,:3,:15001",80737
1775,"bucket1$8356,:3,:15001",80739
1776,"bucket7$8313,:3,:15001",80820
1777,"bucket4$8310,:3,:15001",81023
1778,"bucket5$8477,:3,:15001",81025
1779,"bucket9$8378,:3,:15001",81026
1780,"bucket3$8261,:3,:15001",81027
1781,"bucket8$8198,:3,:15001",81081
1782,"bucket6$8119,:3,:15001",81082
1783,"bucket2$8209,:3,:15001",81084
1784,"bucket6$8120,:3,:15001",81085
1785,"bucket7$8345,:3,:15001",81086
1786,"bucket6$8121,:3,:15001",81087
1787,"bucket10$8456,:3,:15001",81089
1788,"bucket5$8488,:3,:15001",81152
1789,"bucket6$8144,:3,:15001",81278
1790,"bucket5$8502,:3,:15001",81279
1791,"bucket5$8506,:3,:15001",81329
1792,"bucket8$8226,:3,:15001",81330
1793,"bucket3$8300,:3,:15001",81332
1794,"bucket7$8362,:3,:15001",81333
1795,"bucket3$8309,:3,:15001",81441
1796,"bucket7$8376,:3,:15001",81443
1797,"bucket6$8163,:3,:15001",81445
1798,"bucket5$8527,:3,:15001",81532
1799,"bucket10$8498,:3,:15001",81534
1800,"bucket2$8253,:3,:15001",81553
1801,"bucket8$8253,:3,:15001",81555
1802,"bucket7$8397,:3,:15001",81644
1803,"bucket9$8454,:3,:15001",81647
1804,"bucket9$8489,:3,:15001",81925
1805,"bucket8$8287,:3,:15001",81950
1806,"bucket10$8542,:3,:15001",82012
1807,"bucket10$8556,:3,:15001",82135
1808,"bucket6$8264,:3,:15001",82391
1809,"bucket1$8514,:3,:15001",82392
1810,"bucket5$8639,:3,:15001",82510
1811,"bucket5$8642,:3,:15001",82524
1812,"bucket8$8404,:3,:15001",82988
1813,"bucket4$8507,:3,:15001",83063
1814,"bucket7$8586,:3,:15001",83255
1815,"bucket4$8530,:3,:15001",83314
1816,"bucket5$8713,:3,:15001",83315
1817,"bucket8$8433,:3,:15001",83320
1818,"bucket5$8715,:3,:15001",83355
1819,"bucket8$8439,:3,:15001",83356
1820,"bucket3$8493,:3,:15001",83369
1821,"bucket2$8439,:3,:15001",83387
1822,"bucket6$8344,:3,:15001",83388
1823,"bucket7$8607,:3,:15001",83468
1824,"bucket2$8447,:3,:15001",83470
1825,"bucket8$8456,:3,:15001",83507
1826,"bucket8$8459,:3,:15001",83529
1827,"bucket2$8458,:3,:15001",83531
1828,"bucket5$8739,:3,:15001",83532
1829,"bucket1$8637,:3,:15001",83533
1830,"bucket2$8459,:3,:15001",83534
1831,"bucket1$8636,:3,:15001",83535
1832,"bucket9$8655,:3,:15001",83537
1833,"bucket1$8638,:3,:15001",83538
1834,"bucket3$8514,:3,:15001",83592
1835,"bucket7$8625,:3,:15001",83664
1836,"bucket10$8733,:3,:15001",83665
1837,"bucket4$8563,:3,:15001",83666
1838,"bucket6$8371,:3,:15001",83668
1839,"bucket5$8749,:3,:15001",83670
1840,"bucket1$8659,:3,:15001",83707
1841,"bucket6$8379,:3,:15001",83709
1842,"bucket3$8538,:3,:15001",83765
1843,"bucket4$8572,:3,:15001",83766
1844,"bucket10$8740,:3,:15001",83768
1845,"bucket1$8670,:3,:15001",83795
1846,"bucket1$8677,:3,:15001",83847
1847,"bucket2$8493,:3,:15001",83858
1848,"bucket4$8608,:3,:15001",84030
1849,"bucket4$8611,:3,:15001",84038
1850,"bucket7$8673,:3,:15001",84040
1851,"bucket4$8612,:3,:15001",84041
1852,"bucket3$8562,:3,:15001",84087
1853,"bucket5$8787,:3,:15001",84090
1854,"bucket2$8526,:3,:15001",84123
1855,"bucket7$8685,:3,:15001",84125
1856,"bucket2$8527,:3,:15001",84127
1857,"bucket2$8528,:3,:15001",84128
1858,"bucket5$8792,:3,:15001",84130
1859,"bucket7$8687,:3,:15001",84137
1860,"bucket5$8793,:3,:15001",84139
1861,"bucket7$8707,:3,:15001",84313
1862,"bucket7$8708,:3,:15001",84315
1863,"bucket4$8694,:3,:15001",84738
1864,"bucket1$8786,:3,:15001",84772
1865,"bucket6$8484,:3,:15001",84777
1866,"bucket3$8621,:3,:15001",84778
1867,"bucket7$8761,:3,:15001",84779
1868,"bucket1$8789,:3,:15001",84780
1869,"bucket1$8790,:3,:15001",84781
1870,"bucket6$8485,:3,:15001",84783
1871,"bucket9$8780,:3,:15001",84784
1872,"bucket7$8762,:3,:15001",84787
1873,"bucket5$8878,:3,:15001",84837
1874,"bucket10$8855,:3,:15001",84965
1875,"bucket3$8635,:3,:15001",84967
1876,"bucket1$8814,:3,:15001",85060
1877,"bucket4$8744,:3,:15001",85201
1878,"bucket9$8827,:3,:15001",85269
1879,"bucket8$8651,:3,:15001",85322
1880,"bucket6$8546,:3,:15001",85323
1881,"bucket2$8668,:3,:15001",85324
1882,"bucket1$8836,:3,:15001",85330
1883,"bucket4$8776,:3,:15001",85507
1884,"bucket3$8686,:3,:15001",85520
1885,"bucket6$8569,:3,:15001",85521
1886,"bucket5$8954,:3,:15001",85523
1887,"bucket4$8778,:3,:15001",85525
1888,"bucket9$8848,:3,:15001",85526
1889,"bucket7$8844,:3,:15001",85528
1890,"bucket5$8955,:3,:15001",85529
1891,"bucket2$8692,:3,:15001",85530
1892,"bucket7$8860,:3,:15001",85681
1893,"bucket7$8861,:3,:15001",85682
1894,"bucket6$8592,:3,:15001",85684
1895,"bucket8$8680,:3,:15001",85685
1896,"bucket4$8797,:3,:15001",85688
1897,"bucket8$8734,:3,:15001",86232
1898,"bucket4$8856,:3,:15001",86233
1899,"bucket2$8768,:3,:15001",86234
1900,"bucket10$8982,:3,:15001",86235
1901,"bucket8$8752,:3,:15001",86382
1902,"bucket2$8785,:3,:15001",86438
1903,"bucket1$8961,:3,:15001",86467
1904,"bucket4$8884,:3,:15001",86475
1905,"bucket9$8946,:3,:15001",86508
1906,"bucket3$8794,:3,:15001",86520
1907,"bucket3$8804,:3,:15001",86602
1908,"bucket7$8955,:3,:15001",86621
1909,"bucket2$8808,:3,:15001",86623
1910,"bucket10$9019,:3,:15001",86645
1911,"bucket8$8789,:3,:15001",86752
1912,"bucket10$9033,:3,:15001",86761
1913,"bucket5$9076,:3,:15001",86762
1914,"bucket2$8823,:3,:15001",86778
1915,"bucket2$8825,:3,:15001",86780
1916,"bucket1$9000,:3,:15001",86907
1917,"bucket1$9001,:3,:15001",86910
1918,"bucket9$8983,:3,:15001",86917
1919,"bucket9$8984,:3,:15001",86927
1920,"bucket8$8813,:3,:15001",87042
1921,"bucket1$9017,:3,:15001",87045
1922,"bucket4$8947,:3,:15001",87046
1923,"bucket4$8949,:3,:15001",87053
1924,"bucket10$9064,:3,:15001",87058
1925,"bucket8$8815,:3,:15001",87074
1926,"bucket8$8825,:3,:15001",87173
1927,"bucket4$8964,:3,:15001",87174
1928,"bucket1$9036,:3,:15001",87239
1929,"bucket3$8860,:3,:15001",87240
1930,"bucket4$8971,:3,:15001",87241
1931,"bucket2$8874,:3,:15001",87274
1932,"bucket3$8864,:3,:15001",87278
1933,"bucket2$8903,:3,:15001",87617
1934,"bucket10$9103,:3,:15001",87618
1935,"bucket4$9009,:3,:15001",87619
1936,"bucket4$9019,:3,:15001",87731
1937,"bucket2$8925,:3,:15001",87759
1938,"bucket10$9113,:3,:15001",87760
1939,"bucket1$9095,:3,:15001",87838
1940,"bucket6$8834,:3,:15001",87841
1941,"bucket5$9198,:3,:15001",87842
1942,"bucket9$9088,:3,:15001",88013
1943,"bucket5$9213,:3,:15001",88015
1944,"bucket4$9051,:3,:15001",88017
1945,"bucket3$8951,:3,:15001",88060
